idiom,freq
陵谷变迁,6
随乡入俗,6
随俗沉浮,6
随波漂流,6
难分轩轾,6
雁塔题名,6
雨丝风片,6
雨过天睛,6
霍然而起,6
露宿风餐,6
露才扬己,6
青眼相看,6
青衣小帽,6
青青子衿,6
非刑拷打,6
靡有孑遗,6
面如冠玉,6
鞠躬尽力,6
鞭笞天下,6
音信杳然,6
顺我者生,6
顺蔓摸瓜,6
顺风而呼,6
顽梗不化,6
颓垣废井,6
颜色憔悴,6
风云变态,6
风头火势,6
风流千古,6
风流蕴藉,6
风牛马不相及,6
风雨晦暝,6
飞灾横祸,6
飞鹰走狗,6
饮恨而死,6
饮马长江,6
饿殍载道,6
馨香祷祝,6
马上得之,6
马耳东风,6
骇浪惊涛,6
骑马找马,6
骗人鬼话,6
高山低头,6
高才捷足,6
高自标置,6
高阳酒徒,6
高高下下,6
鱼龙变化,6
鲁莽灭裂,6
鲜蹦活跳,6
鸟之将死,6
鸿爪雪泥,6
鹅黄嫩绿,6
黄皮寡瘦,6
黍离麦秀,6
默尔而息,6
鼎新革故,6
鼎食之家,6
鼓唇弄舌,6
鼠肚鸡肠,6
鼻息如雷,6
齿如编贝,6
龙多不治水,6
龙头凤尾,6
龙精虎猛,6
龙翔凤舞,6
龙虎风云,6
龙骧虎步,6
一丘一壑,5
一刀见血,5
一分热发一分光,5
一厘一毫,5
一去不复还,5
一口同音,5
一叶落知天下秋,5
一叶蔽目,5
一命鸣呼,5
一壶千金,5
一夫当关万夫莫开,5
一字褒贬,5
一家骨肉,5
一寸丹心,5
一山放出一山拦,5
一度著蛇咬,5
一弹指间,5
一弹指顷,5
一得一失,5
一德一心,5
一怀愁绪,5
一悲一喜,5
一抔土,5
一抔黄土,5
一日三秋,5
一时之忿,5
一时无二,5
一枝之栖,5
一概抹煞,5
一池死水,5
一犬吠影,5
一狐之腋,5
一生受用不尽,5
一生潦倒,5
一睡不起,5
一秉大公,5
一秉至公,5
一笑倾城,5
一臂之助,5
一至于斯,5
一致百虑,5
一行作吏,5
一言以敝之,5
一路保重,5
一递一句,5
一遭生,5
一阳来复,5
一鞭一条痕,5
一鳞片爪,5
一龙一蛇,5
丁是丁卯是卯,5
七凑八凑,5
七斗八斗,5
七棱八瓣,5
七歪八倒,5
七纵八横,5
万事全休,5
万物之祖,5
万顷烟波,5
丈夫志在四方,5
三三四四,5
三人成市虎,5
三元及第,5
三寸丁谷树皮,5
三年不窥园,5
三房四妾,5
三折肱,5
三步两脚,5
三瓦两舍,5
三节两寿,5
三魂六魄,5
上不沾天,5
下堂求去,5
下水船,5
下笔万言,5
下笔如神,5
下笔有神,5
下马观花,5
不以辞害志,5
不修今,5
不做凤尾,5
不僧不俗,5
不可奈何,5
不宁唯是,5
不安于位,5
不安本分,5
不得已而用之,5
不忧不惧,5
不忮不求,5
不悱不发,5
不愧屋漏,5
不敢掠美,5
不敢自专,5
不易之道,5
不染一尘,5
不甘后人,5
不相闻问,5
不知其内,5
不知忌讳,5
不知稼穑,5
不耻最后,5
不能流芳百世,5
不自由毋宁死,5
不虑而知,5
不谋而同,5
不遑宁处,5
不避斧钺,5
不问不闻,5
不顾前后,5
与世浮沉,5
与之俱黑,5
与日俱新,5
与日俱进,5
与时推移,5
东冲西突,5
东寻西觅,5
东闪西躲,5
东风射马耳,5
丝竹之音,5
两头为难,5
两次三番,5
两脚书橱,5
中外合璧,5
中通外直,5
为仁不富,5
为德不卒,5
举世混浊,5
举止娴雅,5
举止风流,5
举足重轻,5
久历戎行,5
久居人下,5
之乎也者,5
乏善足陈,5
乐不可极,5
乘坚策肥,5
九世之仇,5
九年面壁,5
九战九胜,5
九流十家,5
九转丹,5
习惯自然,5
买官鬻爵,5
乱七八遭,5
二三其德,5
二不为利,5
二者得兼,5
云过眼,5
云雨巫山,5
五亲六眷,5
五尺之童,5
五日京兆,5
五男二女,5
五经四书,5
五脊六兽,5
交情乃见,5
交淡若水,5
亲如骨肉,5
亲爱精诚,5
人事代谢,5
人前背后,5
人单势孤,5
人心不同,5
人心归向,5
人急智生,5
人是衣裳马是鞍,5
人木三分,5
人死留名,5
人生如朝露,5
人生识字忧患始,5
人祸天灾,5
人稀地广,5
仁心仁闻,5
仇恨满腔,5
从容中道,5
从新做人,5
以副养农,5
以卵投石,5
以命抵命,5
以备不虞,5
以白为黑,5
以言取人,5
仰不愧于天,5
仰事俯畜,5
仰承鼻息,5
伐性之斧,5
众口交赞,5
众口相传,5
众所共知,5
众擎易举,5
众星拱北,5
众醉独醒,5
会心不远,5
伯仲间,5
伶仃孤苦,5
何分彼此,5
何所不有,5
何足介意,5
佛要金装,5
作最坏打算,5
你侬我侬,5
使人寒心,5
依草附木,5
依附权贵,5
便宜无好货,5
俗不可医,5
信口开合,5
修养有素,5
修饰边幅,5
俯首低眉,5
俯首就范,5
倚红偎翠,5
倜傥不群,5
借他人酒杯,5
倦游归来,5
倾吐肺腑,5
倾心吐胆,5
假眉三道,5
做神做鬼,5
偷营劫寨,5
元恶大憝,5
先义后利,5
克复神州,5
入圣超凡,5
八字不见一撇,5
八斗之才,5
八面光,5
公平无私,5
六合之内,5
关门捉贼,5
兴云作雨,5
兵微将寡,5
兵者凶器,5
其可再乎,5
养军千日,5
养痈贻患,5
兼程前进,5
兽有兽语,5
内无怨女,5
军威大振,5
冤亲平等,5
冤魂不散,5
冬烘学究,5
冰消雾散,5
冰炭不同炉,5
冲破藩篱,5
冲破难关,5
冷眼静观,5
凌乱无章,5
凡胎肉眼,5
凤子龙孙,5
出一头地,5
出其不备,5
出经入史,5
出门合辙,5
刀山剑树,5
刀笔书,5
分朱布白,5
判若霄壤,5
别管闲事,5
别籍异财,5
刻骨镂心,5
前事不忘后事之师,5
前脚后脚,5
前言后语,5
剖心析肝,5
剖白心迹,5
割袍断义,5
力所能为,5
功在不舍,5
功效卓著,5
加油加酱,5
动人听闻,5
努力加餐,5
势利之交,5
势孤力薄,5
勇猛前进,5
勤俭治家,5
化为绕指,5
化作泡影,5
化性起伪,5
匡谬正俗,5
匹马当先,5
十个指头有长短,5
十二道金牌,5
十变五化,5
十年不制衣,5
十战十胜,5
千了百当,5
千古一人,5
千古奇闻,5
千古流芳,5
千孔百疮,5
千峰万壑,5
千差万错,5
千村万落,5
千灾百难,5
千秋万载,5
千秋之业,5
千端万绪,5
千虑一失,5
千部一腔,5
千金一刻,5
千金之体,5
千金之家,5
半人半鬼,5
半公半私,5
半面妆,5
单人独马,5
南极老人,5
南面百城,5
博学宏词,5
博学鸿儒,5
博观约取,5
博闻强志,5
卤莽灭裂,5
厉精图治,5
压住阵脚,5
厚貌深情,5
原始要终,5
参天蔽日,5
又不受命,5
反受其咎,5
反脸无情,5
发人猛省,5
变化无方,5
口不应心,5
口含天,5
口含天宪,5
口快心直,5
口授心传,5
口耳之学,5
口角春风,5
古貌古心,5
叩石垦壤,5
可一不可再,5
可心可意,5
吃穿用度,5
吃辛吃苦,5
各司其事,5
各安天命,5
各执已见,5
各有巧妙不同,5
各色俱全,5
各言其志,5
合浦珠还,5
同仇敌慨,5
同声附和,5
同日而言,5
同条共贯,5
同舟而济,5
名利熏心,5
名同实异,5
名教罪人,5
后先辉映,5
后浪催前浪,5
后门进狼,5
后顾无忧,5
向若而叹,5
君子之交淡若水,5
吞声忍气,5
含羞带怯,5
听之藐藐,5
吴市吹箫,5
告老回乡,5
周公吐哺,5
呼之则来,5
呼牛呼马,5
咫尺天颜,5
品头题足,5
哓哓不休,5
哭天嚎地,5
唇焦舌敝,5
商贾辐辏,5
善价而沽,5
善体人意,5
善眉善眼,5
善自珍摄,5
善贾而沽,5
喜见乐闻,5
喟然叹息,5
喟然而叹,5
喷有烦言,5
器小易盈,5
嚣张一时,5
四壁立,5
四大奇书,5
四海之内皆兄弟也,5
四海鼎沸,5
回肠百转,5
困心衡虑,5
国之四维,5
国亡家破,5
国家兴亡匹夫有责,5
国步艰难,5
圆凿方枘,5
圆转如意,5
在乡军人,5
在心为志,5
坎坷多舛,5
坐不垂堂,5
坐拥百城,5
坐立不稳,5
坐而言,5
坐视不顾,5
坦诚布公,5
城北徐公,5
堂上一呼,5
堂哉皇哉,5
堂堂仪表,5
填海造田,5
墓木已拱,5
士为知己者用,5
声振林木,5
壶中天地,5
备受艰辛,5
复仇雪耻,5
复望蜀,5
外刚内柔,5
外无旷夫,5
大事去矣,5
大事铺张,5
大公无我,5
大关节目,5
大哄大嗡,5
大成若缺,5
大有年,5
大率如此,5
大直若屈,5
大醇小疵,5
大错铸成,5
天上少有,5
天下滔滔,5
天下老鸹一般黑,5
天作孽,5
天夺其魄,5
天子门生,5
天将降大任于是人也,5
天清气朗,5
天理循环,5
天经地纬,5
天网恢恢疏而不漏,5
天高地迥,5
夫子之墙,5
失败为成功之母,5
头发上指,5
头撞南墙,5
奇兵突出,5
奇形异状,5
奉命惟谨,5
女中尧舜,5
女大当聘,5
好恶不同,5
好梦难成,5
如可赎兮,5
如响斯应,5
如天之福,5
如幻如梦,5
如火燎原,5
如蚁附膻,5
如饥渴,5
如鼓瑟琴,5
妙想天开,5
始末根由,5
委顿不堪,5
威望素著,5
威重令行,5
娥皇女英,5
娴于辞令,5
嬉笑怒骂皆成文章,5
存心养性,5
孜孜不息,5
孝子慈孙,5
孟曰取义,5
学无常师,5
孺子不可教,5
宁为太平犬,5
安有完卵,5
安枕无忧,5
宗庙社稷,5
官不容针,5
宜室宜家,5
宜家宜室,5
实繁有徒,5
实获我心,5
家人父子,5
家常里短,5
家徒壁立,5
家有敝帚,5
寅支卯粮,5
密密丛丛,5
富比王侯,5
富贵逼人,5
寒暑易节,5
寓言十九,5
察其所安,5
察见渊鱼,5
寸断肝肠,5
寻来寻去,5
封侯拜相,5
封笔之作,5
将相本无种,5
将遇良才,5
将骄兵惰,5
小人长戚戚,5
就棍打腿,5
尸居余气,5
尽兴而返,5
居为奇货,5
居之不疑,5
居无求安,5
屈己从人,5
屈膝求和,5
屏声敛息,5
屠龙之技,5
屡战屡捷,5
履霜坚冰至,5
山中宰相,5
山崩地陷,5
山珍海错,5
岁云暮矣,5
岁寒知松柏,5
岂可同日,5
岂能尽如人意,5
岸柳成行,5
岿然独存,5
崇尚勤俭,5
左臂右膀,5
左辅右弼,5
差以千里,5
师之惰,5
师老兵疲,5
席上珍,5
帷薄不修,5
幢幢鬼影,5
干卿何事,5
平安度日,5
平生之志,5
年仅而立,5
并起并坐,5
广亮大门,5
广开贤路,5
广结良缘,5
庆父不死,5
床头捉刀人,5
床头金尽,5
庞眉皓发,5
废书而叹,5
度人之心,5
庶人不议,5
庸中佼佼,5
庸脂俗粉,5
开山始祖,5
异乡异客,5
异口同音,5
弑父弑君,5
弦外音,5
弱不胜衣,5
归真反璞,5
归真返璞,5
当行出色,5
当行本色,5
当面撒谎,5
当面鼓,5
彻上彻下,5
往日无冤,5
待理不理,5
徒负虚名,5
得之传闻,5
得其三昧,5
得志便猖狂,5
心之官则思,5
心在魏阙,5
心毒手辣,5
心浮气粗,5
心烦虑乱,5
心粗气浮,5
心胆俱碎,5
必有余庆,5
必有妖孽,5
忌贤妒能,5
忍饥耐寒,5
志不可夺,5
志坚如钢,5
忠厚待人,5
忧心悄悄,5
忧郁寡欢,5
怀宝迷邦,5
怀铅提椠,5
怒目切齿,5
怕见断井索,5
思贤如渴,5
思过半,5
思过半矣,5
急于星火,5
急来抱佛脚,5
怨声怨气,5
恃宠而骄,5
恋奸情热,5
恒念物力维艰,5
恩同再造,5
恪守不渝,5
恬不为意,5
悔之无及,5
悠悠自得,5
患难弟兄,5
悬为厉禁,5
悬心吊胆,5
情文相生,5
情逾骨肉,5
惊师动众,5
惊心骇目,5
惊恐失色,5
惊风骇浪,5
惠然肯来,5
惨不忍言,5
意满志得,5
愚忠愚孝,5
愚而好自用,5
感恩怀德,5
慢条厮礼,5
憧憧往来,5
成日成夜,5
成群打伙,5
战战栗栗,5
所向无前,5
所行所为,5
手不停挥,5
才气无双,5
才艺出众,5
打开窗户说亮话,5
打破饭碗,5
执掌兵权,5
执经问难,5
扪虱而谈,5
扶墙摸壁,5
批亢捣虚,5
抉目吴门,5
抑此扬彼,5
抓破脸皮,5
投井下石,5
抛妻弃子,5
报忧不报喜,5
报本反始,5
披发左衽,5
披枷戴锁,5
披沙简金,5
抱布贸丝,5
抱粗腿,5
抱诚守真,5
抽多补少,5
抽筋剥皮,5
拄笏看山,5
担君之忧,5
担戴不起,5
拈弓搭箭,5
拈酸吃醋,5
拍手打掌,5
拍案大怒,5
拔一毛而利天下不为也,5
拔赵帜,5
拔赵帜易汉帜,5
拘泥小节,5
拙手笨脚,5
拾人涕唾,5
拿着鸡毛当令箭,5
拿糖作醋,5
指天为誓,5
指顾之间,5
指顾间事,5
捉奸捉双,5
捉将官里去,5
捶胸顿脚,5
捷足先得,5
授以全权,5
排沙简金,5
接应不暇,5
接续香烟,5
推推拥拥,5
推敲推敲,5
推诚相与,5
揎拳捋袖,5
描眉画目,5
揭竿为旗,5
搪塞了事,5
携老扶幼,5
摇鹅毛扇,5
撞倒南墙,5
擦拳磨掌,5
擦脂抹粉,5
擿埴索涂,5
收旧利废,5
改名易姓,5
攻无不取,5
散散落落,5
敬老慈幼,5
敲金击石,5
文不逮意,5
文武并用,5
斗折蛇行,5
斗方名士,5
料敌如神,5
斩头去尾,5
斩木为兵,5
断碣残碑,5
新郎新妇,5
旁搜博采,5
旁搜远绍,5
旋生旋灭,5
无为牛后,5
无双国士,5
无地可容,5
无地起楼台,5
无情剥削,5
无所不到,5
无所不尽其极,5
无所用之,5
无所祷也,5
无拘无碍,5
无翼而飞,5
无肠公子,5
无计奈何,5
日三秋,5
日坐愁城,5
日居月诸,5
日往月来,5
日旰忘食,5
日月交食,5
日胜一日,5
早出暮归,5
时不我予,5
时乖运蹇,5
时辰未到,5
明来暗去,5
明枪好躲,5
明若观火,5
明铺暗盖,5
易汉帜,5
星移物换,5
春秋无义战,5
春诵夏弦,5
春露秋霜,5
春风一度,5
昭雪平反,5
显亲扬名,5
晨昏定省,5
普救众生,5
暑往寒来,5
暗中埋伏,5
暗暗嘲笑,5
暗然无光,5
曲终奏雅,5
更仆难数,5
月儿弯弯照九州,5
月旦评,5
月明如水,5
有为之年,5
有仇不报非君子,5
有冤报冤,5
有动于中,5
有国难投,5
有我没你,5
有无相通,5
有目共见,5
有脚阳春,5
有赏有罚,5
有麝自然香,5
望望然而去,5
望望然而去之,5
望衡对宇,5
望门寡,5
望风瓦解,5
朝华夕拾,5
朝晖夕阴,5
朝钟暮鼓,5
木本水源,5
木讷寡言,5
未可预卜,5
未成一篑,5
末学后进,5
末路穷途,5
朽木粪土,5
杀人盈城,5
杀鸡为黍,5
李广难封,5
束发受书,5
束诸高阁,5
束身自爱,5
杨柳春风,5
杯盘狼籍,5
松柏长青,5
柔情侠骨,5
桂林一枝,5
桑梓之情,5
梁园虽好,5
棋差一着,5
楚囚对泣,5
楚歌四起,5
概不追究,5
概而论之,5
横戈跃马,5
横眉冷眼,5
横眉怒对,5
横草不拿,5
欣喜雀跃,5
欲火焚身,5
正始之音,5
正经八板,5
正道直行,5
步伐一致,5
步入后尘,5
步步小心,5
步步生莲,5
死不罢休,5
死而不亡,5
死而后己,5
残灯末庙,5
残羹冷饭,5
残而不废,5
殚心竭虑,5
民生国计,5
气急败丧,5
水则覆舟,5
水则载舟,5
水尽鹅飞,5
水火兵虫,5
水秀山明,5
永字八法,5
求亲靠友,5
求木之长者,5
求签问卜,5
汗下如雨,5
汗流如雨,5
江淮河汉,5
江翻海沸,5
池中物,5
汪洋浩瀚,5
沉冤莫白,5
沉博绝丽,5
沉吟不决,5
沉沦苦海,5
没深没浅,5
没这个店,5
河出伏流,5
河海不择细流,5
泣对牛衣,5
泣数行下,5
泣涕如雨,5
泥猪疥狗,5
泥雕木塑,5
泼天大祸,5
洗心涤虑,5
洞幽烛微,5
流落四方,5
流连其间,5
浅斟低酌,5
浇自己块垒,5
济世之才,5
济世安民,5
浑金璞玉,5
浓妆艳饰,5
涕泗横流,5
涣然一新,5
涸辙之鲋,5
淫词秽语,5
深入不毛,5
深切著明,5
深根固柢,5
深知其人,5
深闭固拒,5
清流激湍,5
清风亮节,5
游刃有馀,5
游必有方,5
游游逛逛,5
渺无边际,5
源清流洁,5
溜光水滑,5
溯本追源,5
溯流穷源,5
滑头滑脑,5
满室生香,5
满目萧然,5
满脸铁青,5
满腹珠玑,5
漫天烽火,5
漫天遍地,5
漱石枕流,5
潇洒出尘,5
濠濮间想,5
火冒三尺,5
火就燥,5
火居道士,5
灼灼生辉,5
炊沙作饭,5
点水不漏,5
烟视媚行,5
焚林而猎,5
煞费思量,5
熊经鸟伸,5
燕窝鱼翅,5
爬梳剔抉,5
爱而不见,5
片甲不回,5
牛不喝水强按头,5
牛马走,5
牢不可拔,5
物以群分,5
犹豫未决,5
狂妄无知,5
狂歌当哭,5
狂涛骇浪,5
狗彘不如,5
独抒己见,5
独胆英雄,5
独行其道,5
猛虎出山,5
猪朋狗友,5
猫鼠同眠,5
率土之滨莫非王臣,5
玉体横陈,5
玉宇琼楼,5
玉成其事,5
珍爱有加,5
珠还合浦,5
班荆道故,5
琅嬛福地,5
琴瑟友之,5
甘苦共尝,5
甜情蜜意,5
生于毫末,5
生公说法,5
生拼硬凑,5
生死交情,5
用之则行,5
田舍翁,5
申诉无门,5
男大当娶,5
略施脂粉,5
略知皮毛,5
疏不间亲,5
疑团顿释,5
疾不可为,5
疾首痛心,5
病人膏肓,5
痛彻骨髓,5
痛痒相关,5
瘟头瘟脑,5
癞虾蟆想吃天鹅肉,5
登高而招,5
白日作梦,5
白眼相看,5
白纸上写黑字,5
白衣大士,5
白衣秀士,5
白衣苍狗,5
白雪阳春,5
百依百随,5
百口难辩,5
百岁之后,5
百川灌河,5
百年偕老,5
百计千方,5
皮相之见,5
盗贼蜂起,5
盲风怪雨,5
直出直入,5
直眉楞眼,5
直肠直肚,5
相呴以湿,5
相沿成俗,5
相见以诚,5
相逢不相识,5
眉眼高低,5
看朱成碧,5
看风转舵,5
眼观四路,5
睡卧不宁,5
瞎子摸鱼,5
瞎字不识,5
知疼着热,5
矫矫不群,5
石室金匮,5
破产失业,5
破斧沉舟,5
硕学鸿儒,5
硝烟弹雨,5
碧水萦回,5
碧空无云,5
磕头礼拜,5
磨刀擦枪,5
磨而不磷,5
礼失求诸野,5
祝哽祝噎,5
神州陆沉,5
神情不定,5
神色不动,5
福寿全归,5
福寿康宁,5
离乡别井,5
秉烛达旦,5
秋山红叶,5
秋色平分,5
秤不离砣,5
积习相沿,5
积习难除,5
称心快意,5
稍安毋躁,5
穷家富路,5
穷当益坚,5
穷源竟委,5
空口白话,5
空徒四壁,5
空谷传声,5
穿壁引光,5
窥豹一斑,5
立功自赎,5
立国安邦,5
立德立言,5
立见功效,5
立身行道,5
竖眉瞪眼,5
竖起脊梁,5
竹马之交,5
笑岔了气,5
笔下超生,5
等身著作,5
管弦丝竹,5
箫韶九成,5
簪缨之族,5
粉装玉琢,5
粗衣恶食,5
粮尽援绝,5
精诚所至金石为开,5
糊口四方,5
素车白马,5
红灯绿酒,5
红颜命薄,5
红颜易老,5
红颜白发,5
纲纪废弛,5
纵目远望,5
终天之恨,5
经国大业,5
经文纬武,5
经纬万端,5
结绳而治,5
结草衔环,5
绘声绘形,5
绝口不言,5
绝裾而去,5
绰有余裕,5
绳枢之子,5
绿树成阴,5
缔结姻缘,5
缩衣节食,5
缪以千里,5
罚不当罪,5
置酒高会,5
置闲散,5
群居终日,5
老吏断狱,5
老妪能解,5
老婆舌头,5
老店新开,5
老成练达,5
老朽无能,5
老朽昏庸,5
老迈龙钟,5
老鼠过街人人喊打,5
而后可以有为,5
耍弄花招,5
耕三余一,5
耿介之士,5
耿耿在心,5
肘腋之患,5
